"PUBID","KEY!SEX","KEY!RACE_ETHNICITY","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.13","YHEA-1320~000004","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.10","YEMP_OCCODE-2002.11","YEMP_OCCODE-2002.12","CV_CHILD_BIRTH_DATE.01~Y","CV_CHILD_BIRTH_DATE.02~Y","CV_CHILD_BIRTH_DATE.03~Y","CV_CHILD_BIRTH_DATE.04~Y","CV_CHILD_BIRTH_DATE.05~Y","CV_CHILD_BIRTH_DATE.06~Y","CV_CHILD_BIRTH_DATE.07~Y","CV_CHILD_BIRTH_DATE.08~Y","CV_CHILD_BIRTH_DATE.09~Y","CV_CHILD_BIRTH_DATE.10~Y","CV_CHILD_BIRTH_DATE.11~Y","CV_CHILD_BIRTH_DATE.12~Y","CV_CHILD_BIRTH_DATE.13~Y","CV_CHILD_BIRTH_DATE.14~Y","CV_CHILD_BIRTH_DATE.15~Y"
2271,2,4,28,-3,2,0,2,0,2630,-4,-4,-4,-4,-4,-4,-4,-4,29,37500,2,0,2,1,2630,-4,-4,-4,-4,-4,-4,-4,-4,30,86250,2,0,2,0,2630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,110000,3,1,2,0,2630,2630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2015,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2272,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,28,116250,5,2,2,6,6230,5240,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,95000,5,2,2,3,4710,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2009,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2273,1,4,27,71000,4,2,2,7,8960,-4,-4,-4,-4,-4,-4,-4,-4,28,76000,4,2,2,50,8960,-4,-4,-4,-4,-4,-4,-4,-4,29,81000,4,2,2,12,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,65000,4,2,2,4,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2274,1,2,24,15000,4,2,2,4,9130,-4,-4,-4,-4,-4,-4,-4,-4,25,47497,4,2,2,7,9130,-4,-4,-4,-4,-4,-4,-4,-4,27,50250,4,2,2,5,5610,9130,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,17500,4,2,2,10,9130,9600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2003,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2275,1,4,29,53270,2,0,2,1,600,-4,-4,-4,-4,-4,-4,-4,-4,30,60320,3,0,2,14,600,-4,-4,-4,-4,-4,-4,-4,-4,31,-3,3,0,2,7,600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,86000,3,1,2,0,600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2276,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2277,2,2,28,-3,3,1,5,7,7720,-4,-4,-4,-4,-4,-4,-4,-4,29,11004,3,1,5,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,50777,3,1,5,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,114500,4,2,3,5,7720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2278,1,2,27,35000,4,0,2,7,4850,-4,-4,-4,-4,-4,-4,-4,-4,28,34000,4,0,2,7,4850,-4,-4,-4,-4,-4,-4,-4,-4,29,36000,4,0,2,0,4850,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,45000,1,0,2,0,2630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2279,1,4,26,-3,1,0,2,2,7710,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,2,0,3,2,8710,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,2,0,3,2,8710,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,32,3000,3,2,2,10,4760,8710,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2280,2,2,25,-3,1,0,3,0,4840,-4,-4,-4,-4,-4,-4,-4,-4,26,37000,4,0,3,0,4840,-4,-4,-4,-4,-4,-4,-4,-4,27,40000,3,0,3,0,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,45250,2,0,3,1,860,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2281,1,1,28,-3,2,0,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,2,0,3,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,6500,2,0,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,35,12000,2,0,3,2,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2282,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,25,0,3,0,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,37500,3,0,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,31,0,3,0,3,2,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2283,2,1,27,-3,2,1,2,7,4720,5240,-4,-4,-4,-4,-4,-4,-4,28,-3,1,0,2,5,4720,-4,-4,-4,-4,-4,-4,-4,-4,29,26250,1,0,2,2,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,17500,2,1,3,6,4220,4220,4230,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2284,2,1,28,33350,4,2,3,3,3600,-4,-4,-4,-4,-4,-4,-4,-4,29,32000,4,2,3,2,3600,-4,-4,-4,-4,-4,-4,-4,-4,30,45700,4,2,3,3,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,66365,5,3,3,2,350,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2003,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2285,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2286,2,4,28,37392,5,1,2,3,9120,-4,-4,-4,-4,-4,-4,-4,-4,29,21078,5,1,2,0,9120,-4,-4,-4,-4,-4,-4,-4,-4,30,40640,4,1,2,2,9120,5620,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-3,4,1,2,0,9120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2287,2,4,29,123050,4,2,2,4,5160,5400,5620,4720,-4,-4,-4,-4,-4,29,58800,4,2,2,2,4030,5160,-4,-4,-4,-4,-4,-4,-4,30,63964,4,2,2,4,4720,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,116000,4,2,2,5,5240,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2009,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2288,1,4,27,10789,3,0,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,250,4,0,2,1,7200,-4,-4,-4,-4,-4,-4,-4,-4,29,38250,1,0,2,1,7200,4700,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,50000,2,0,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2289,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2290,1,4,25,40765,2,0,2,14,2000,2010,-4,-4,-4,-4,-4,-4,-4,27,38260,2,0,3,5,2010,2000,-4,-4,-4,-4,-4,-4,-4,27,43750,2,0,3,1,2000,3650,2010,-4,-4,-4,-4,-4,-4,-4,0,31,1500,2,0,3,5,3630,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2291,1,4,28,85250,2,0,2,0,6350,6350,6350,-4,-4,-4,-4,-4,-4,29,93350,2,0,2,3,6350,6350,-4,-4,-4,-4,-4,-4,-4,30,92250,3,1,2,3,6350,6350,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-3,3,1,2,0,6350,6350,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2292,1,4,28,78400,3,1,2,5,4700,5620,-4,-4,-4,-4,-4,-4,-4,29,87180,1,0,2,6,4700,5620,-4,-4,-4,-4,-4,-4,-4,30,-3,1,0,2,2,4700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,84600,2,0,2,0,4760,3800,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2016,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2293,2,4,29,9936,2,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,14500,1,0,3,0,5510,-4,-4,-4,-4,-4,-4,-4,-4,31,7000,1,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,35,13000,1,0,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2294,1,4,28,173550,2,0,2,3,7720,-4,-4,-4,-4,-4,-4,-4,-4,29,59500,4,0,2,2,7720,-4,-4,-4,-4,-4,-4,-4,-4,30,133000,4,0,2,1,7720,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,46560,3,1,2,-2,7330,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2012,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2295,1,4,28,35000,2,0,2,2,4700,4750,4700,-4,-4,-4,-4,-4,-4,29,130000,2,0,2,3,4700,-4,-4,-4,-4,-4,-4,-4,-4,30,42251,2,0,2,4,9130,9640,9620,8740,-4,-4,-4,-4,-4,-4,0,34,42000,2,0,2,7,9130,9130,9130,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2296,1,4,26,90090,5,0,2,4,5860,4020,4060,-4,-4,-4,-4,-4,-4,27,55000,3,0,2,2,5860,4720,-4,-4,-4,-4,-4,-4,-4,28,66000,4,0,2,5,5860,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,95000,4,0,2,2,4060,400,5860,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2297,1,4,28,27000,4,2,3,5,4700,-4,-4,-4,-4,-4,-4,-4,-4,29,30000,4,2,3,2,6400,4700,-4,-4,-4,-4,-4,-4,-4,30,49250,4,2,3,1,4250,6400,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,70000,5,3,3,2,3740,4250,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2006,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2298,2,4,25,37006,2,0,3,1,2440,-4,-4,-4,-4,-4,-4,-4,-4,26,50006,1,0,3,0,3640,2440,-4,-4,-4,-4,-4,-4,-4,26,60000,1,0,3,1,3640,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,33000,1,0,3,1,3640,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2299,2,4,25,55050,2,0,3,2,3650,-4,-4,-4,-4,-4,-4,-4,-4,26,58000,3,1,3,0,3650,-4,-4,-4,-4,-4,-4,-4,-4,26,67000,3,1,3,0,3650,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,78000,4,2,3,0,5110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2009,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2300,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2301,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,27,42000,4,0,3,3,9120,4220,2750,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,32,53250,3,0,3,0,9120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2302,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2303,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2304,2,4,29,313365,3,1,3,3,2100,-4,-4,-4,-4,-4,-4,-4,-4,30,290810,3,1,3,2,2100,2100,-4,-4,-4,-4,-4,-4,-4,31,316618,3,1,3,0,2100,2110,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,329331,5,3,3,0,2100,2100,2110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2305,1,4,27,33000,2,0,3,2,4000,-4,-4,-4,-4,-4,-4,-4,-4,28,81250,3,0,3,5,4000,-4,-4,-4,-4,-4,-4,-4,-4,29,88000,2,0,3,2,4000,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,33,99000,2,0,2,4,4000,5120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017,2021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2306,1,4,29,15000,2,0,3,1,4710,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,35,61500,5,2,2,7,4710,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2307,2,4,25,43005,1,0,3,1,2300,-4,-4,-4,-4,-4,-4,-4,-4,26,43250,1,0,3,2,2340,-4,-4,-4,-4,-4,-4,-4,-4,27,45000,2,0,3,0,2340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,101000,4,2,3,1,230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2013,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2308,1,4,26,35251,3,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2309,1,4,24,65500,3,0,3,3,9840,4810,2720,-4,-4,-4,-4,-4,-4,25,67100,3,0,3,2,9840,-4,-4,-4,-4,-4,-4,-4,-4,26,33900,1,0,3,3,9840,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,90750,2,0,2,0,9840,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2310,1,4,28,38750,4,2,3,2,6200,6510,6200,-4,-4,-4,-4,-4,-4,29,52000,4,2,3,2,6330,6260,-4,-4,-4,-4,-4,-4,-4,30,52060,4,2,3,1,6330,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,35,47000,6,4,3,2,6330,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1995,2002,2003,2006,2012,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4
2311,2,4,25,50000,2,0,3,2,3920,-4,-4,-4,-4,-4,-4,-4,-4,26,-3,3,1,3,2,3920,-4,-4,-4,-4,-4,-4,-4,-4,27,32000,3,0,3,2,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,206000,3,0,3,0,5140,530,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2312,1,4,28,71500,4,0,2,3,7750,-4,-4,-4,-4,-4,-4,-4,-4,29,93200,4,0,2,1,7750,-4,-4,-4,-4,-4,-4,-4,-4,30,103011,4,0,2,3,7750,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,34,-3,2,-3,2,0,9620,2760,7750,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2313,1,4,27,65250,4,0,2,2,5810,6230,-4,-4,-4,-4,-4,-4,-4,28,81000,4,0,2,1,5810,6230,-4,-4,-4,-4,-4,-4,-4,29,100950,4,0,2,4,5810,6230,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,58000,2,0,2,8,2760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2017,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2314,1,4,25,45051,6,4,3,1,6260,-4,-4,-4,-4,-4,-4,-4,-4,26,61789,6,4,3,6,9620,6260,-4,-4,-4,-4,-4,-4,-4,27,33000,6,4,3,3,6510,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,-3,1,0,2,7,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2002,2004,2021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2315,1,4,27,-3,7,5,3,20,4020,-4,-4,-4,-4,-4,-4,-4,-4,28,52950,7,5,3,2,4020,-4,-4,-4,-4,-4,-4,-4,-4,29,22000,1,0,3,3,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,30000,2,1,3,7,310,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2007,2007,2008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2316,1,1,26,27000,1,0,3,4,4230,5100,8960,-4,-4,-4,-4,-4,-4,28,26000,1,0,3,3,4610,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,3,0,3,3,4610,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,83000,4,2,3,7,4610,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2009,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2317,2,1,25,38000,3,2,2,2,3600,3600,-4,-4,-4,-4,-4,-4,-4,26,47926,5,3,3,7,3600,3600,-4,-4,-4,-4,-4,-4,-4,27,34340,6,4,3,3,3530,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,35000,7,4,3,5,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2006,2010,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2318,2,4,29,313365,1,0,3,0,8220,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,1,0,3,2,8220,-4,-4,-4,-4,-4,-4,-4,-4,31,35000,1,0,3,0,7940,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,49993,1,0,3,2,7940,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2319,1,4,26,78479,2,0,2,2,8950,-4,-4,-4,-4,-4,-4,-4,-4,28,75699,2,0,3,2,9600,-4,-4,-4,-4,-4,-4,-4,-4,28,90000,3,1,3,5,9600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,97000,4,2,2,14,9600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,2013,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2320,2,4,29,46173,6,4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,51520,6,4,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,41222,6,4,3,2,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,-3,4,2,2,1,8740,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1997,2002,2002,2004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2321,2,4,26,58292,4,1,3,0,9630,-4,-4,-4,-4,-4,-4,-4,-4,28,80800,4,1,3,0,9630,-4,-4,-4,-4,-4,-4,-4,-4,28,74000,5,2,3,0,9630,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,33,56000,4,2,3,0,3130,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2322,2,4,25,28880,5,2,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,33000,4,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,17500,4,2,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,5000,4,2,3,0,4600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2004,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2323,2,4,28,13000,2,1,2,0,4940,-4,-4,-4,-4,-4,-4,-4,-4,29,22756,2,1,2,0,4940,-4,-4,-4,-4,-4,-4,-4,-4,30,18379,2,1,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,-3,1,0,2,0,4040,4040,4110,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2003,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2324,2,4,27,31000,3,1,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,32779,4,2,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,75458,3,2,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,33,40000,3,2,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2000,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
2325,1,4,25,78000,3,0,3,3,9130,-4,-4,-4,-4,-4,-4,-4,-4,26,85000,3,0,3,1,9130,-4,-4,-4,-4,-4,-4,-4,-4,27,80000,3,1,2,1,9130,9130,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,33000,3,1,2,6,430,20,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
